"key","entrez_id","ensembl_gene_id","symbol","disease_id","disease_label","therapeutic_area","is_direct","genetic_association","somatic_mutation","known_drug","rna_expression","affected_pathway","animal_model","literature","tissue_label","source","max_fold_change","expression_score"
"ENSG00000107611-EFO_0004272",8029,"ENSG00000107611","CUBN","EFO_0004272","anemia","phenotype","True",0.0478926731859,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000006210-EFO_0000384",6376,"ENSG00000006210","CX3CL1","EFO_0000384","Crohn's disease","immune system disease; digestive system disease","True",0.04616817,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118523-EFO_0006890",1490,"ENSG00000118523","CTGF","EFO_0006890","fibrosis","neoplasm","True",0.2735826217,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000132693-EFO_0003914",1401,"ENSG00000132693","CRP","EFO_0003914","atherosclerosis","cardiovascular disease","True",0.0813214676433,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0003966",1394,"ENSG00000120088","CRHR1","EFO_0003966","eye disease",NA,"False",0.27290360791,0.00253383792562,0,0,0,0,0.256740445779,"Unspecified","Unspecified",0,0
"ENSG00000198223-HP_0006517",1438,"ENSG00000198223","CSF2RA","HP_0006517","Alveolar proteinosis","phenotype","True",1.28657915128,1,0,0.297540816327,0,1,0,"Unspecified","Unspecified",0,0
"ENSG00000132693-EFO_0000764",1401,"ENSG00000132693","CRP","EFO_0000764","HIV infection","infectious disease","True",0.0564606100708,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118523-HP_0000093",1490,"ENSG00000118523","CTGF","HP_0000093","Proteinuria","phenotype","True",0.139063697662,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_1000637",1438,"ENSG00000198223","CSF2RA","EFO_1000637","acute respiratory distress syndrome","respiratory system disease","True",0.225,0,0,0.225,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_0000685",1438,"ENSG00000198223","CSF2RA","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",0.296182420467,0,0,0.288722222222,0.0004781592,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0000555",1394,"ENSG00000120088","CRHR1","EFO_0000555","irritable bowel syndrome","digestive system disease","True",0.336699650754,0,0,0.2955,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000132693-EFO_0000612",1401,"ENSG00000132693","CRP","EFO_0000612","myocardial infarction","cardiovascular disease","True",0.109371132156,0.0038437668,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000132693-EFO_0000685",1401,"ENSG00000132693","CRP","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",0.0859075701024,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000132693-EFO_0003884",1401,"ENSG00000132693","CRP","EFO_0003884","chronic kidney disease","kidney disease","True",0.100379098732,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000107984-EFO_0004260",22943,"ENSG00000107984","DKK1","EFO_0004260","bone disease","skeletal system disease","True",0.281118636915,0,0,0,0,0,0.220695367199,"Unspecified","Unspecified",0,0
"ENSG00000160791-EFO_0000341",1234,"ENSG00000160791","CCR5","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.144591485915,0,0,0,0,0,0,"Lung","GTExv6",5.58,0.05
"ENSG00000102245-EFO_0000676",959,"ENSG00000102245","CD40LG","EFO_0000676","psoriasis","immune system disease; skin disease","True",0.0495977627778,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000271503-EFO_0005140",6352,"ENSG00000271503","CCL5","EFO_0005140","autoimmune disease","immune system disease","True",0.129920445387,0,0,0,0.0001011884,0,0,"Unspecified","Unspecified",0,0
"ENSG00000157764-Orphanet_774",673,"ENSG00000157764","BRAF","Orphanet_774","Hereditary hemorrhagic telangiectasia","skin disease; eye disease; genetic disorder","True",0.217937216667,0,0,0,0,0,0.217937216667,"Unspecified","Unspecified",0,0
"ENSG00000116824-EFO_0000676",914,"ENSG00000116824","CD2","EFO_0000676","psoriasis","immune system disease; skin disease","True",1.01066090729,0,0,1,0.000334085032639,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197405-EFO_0004194",728,"ENSG00000197405","C5AR1","EFO_0004194","IGA glomerulonephritis","kidney disease","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000116824-EFO_0003885",914,"ENSG00000116824","CD2","EFO_0003885","multiple sclerosis","immune system disease; other disease; nervous system disease","True",0.0485129331066,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198851-EFO_0003778",916,"ENSG00000198851","CD3E","EFO_0003778","psoriatic arthritis","immune system disease","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000116824-EFO_0000384",914,"ENSG00000116824","CD2","EFO_0000384","Crohn's disease","immune system disease; digestive system disease","True",0.05601292,0,0,0,0,0,0,"Small Intestine - Terminal Ileum","GTExv6",17.51,0.47
"ENSG00000116824-EFO_0000717",914,"ENSG00000116824","CD2","EFO_0000717","systemic scleroderma","immune system disease; eye disease; genetic disorder; skeletal system disease; skin disease","True",0.030646,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000110448-EFO_0000676",921,"ENSG00000110448","CD5","EFO_0000676","psoriasis","immune system disease; skin disease","False",0.014328,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198851-EFO_0000676",916,"ENSG00000198851","CD3E","EFO_0000676","psoriasis","immune system disease; skin disease","True",0.1,0,0,0.1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000160791-EFO_0000764",1234,"ENSG00000160791","CCR5","EFO_0000764","HIV infection","infectious disease","True",1.3638505173,0.892364907194,0,1,0.005859293225,1,0,"Unspecified","Unspecified",0,0
"ENSG00000169442-EFO_0000685",1043,"ENSG00000169442","CD52","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",0.0467558495213,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000100739-EFO_0003843",623,"ENSG00000100739","BDKRB1","EFO_0003843","pain","phenotype","True",0.214306381307,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000173585-EFO_0001060",10803,"ENSG00000173585","CCR9","EFO_0001060","celiac disease","digestive system disease","True",0.207903345417,0,0,0.2,0,0,0,"Small Intestine - Terminal Ileum","GTExv6",93.48,0.77
"ENSG00000085063-Orphanet_447",966,"ENSG00000085063","CD59","Orphanet_447","Paroxysmal nocturnal hemoglobinuria","metabolic disease; hematological system disease; genetic disorder","True",0.275002994454,0,0,0,0,0,0.233551944444,"Unspecified","Unspecified",0,0
"ENSG00000102245-EFO_0002690",959,"ENSG00000102245","CD40LG","EFO_0002690","systemic lupus erythematosus","immune system disease; skeletal system disease","True",0.268019104942,0,0,0.236111111111,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000160791-EFO_0000729",1234,"ENSG00000160791","CCR5","EFO_0000729","ulcerative colitis","immune system disease; digestive system disease","True",0.265848414611,0.2566323335,0,0,0,0,0,"Small Intestine - Terminal Ileum","GTExv6",5.76,0.07
"ENSG00000198707-Orphanet_65",80184,"ENSG00000198707","CEP290","Orphanet_65","Leber congenital amaurosis","eye disease; genetic disorder","True",1.4364656522,1.42361111111,0,0,0,0,0.259858000683,"Unspecified","Unspecified",0,0
"ENSG00000197405-EFO_0006803",728,"ENSG00000197405","C5AR1","EFO_0006803","vasculitis","cardiovascular disease","True",0.204929125,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198851-EFO_0000685",916,"ENSG00000198851","CD3E","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",0.125,0,0,0.125,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000110448-EFO_0000540",921,"ENSG00000110448","CD5","EFO_0000540","immune system disease",NA,"False",0.494974720445,0.412457083525,0,0,0,0,0.262157297267,"Unspecified","Unspecified",0,0
"ENSG00000197405-Orphanet_54370",728,"ENSG00000197405","C5AR1","Orphanet_54370","Primary membranoproliferative glomerulonephritis","genetic disorder","False",0.021492,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197405-MP_0001845",728,"ENSG00000197405","C5AR1","MP_0001845","inflammation","phenotype","True",0.0566590961167,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000277632-EFO_0002430",6348,"ENSG00000277632","CCL3","EFO_0002430","primary myelofibrosis","hematological system disease; neoplasm; skeletal system disease","True",0.0076,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000271503-EFO_0002690",6352,"ENSG00000271503","CCL5","EFO_0002690","systemic lupus erythematosus","immune system disease; skeletal system disease","True",0.0513015748299,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000271503-EFO_0003885",6352,"ENSG00000271503","CCL5","EFO_0003885","multiple sclerosis","immune system disease; other disease; nervous system disease","True",0.0520662761409,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000110680-HP_0003072",796,"ENSG00000110680","CALCA","HP_0003072","Hypercalcemia","phenotype","True",0.111149081555,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000173585-EFO_0000729",10803,"ENSG00000173585","CCR9","EFO_0000729","ulcerative colitis","immune system disease; digestive system disease","True",0.221796479167,0,0,0.2,0,0,0,"Small Intestine - Terminal Ileum","GTExv6",93.48,0.77
"ENSG00000110680-EFO_0001360",796,"ENSG00000110680","CALCA","EFO_0001360","type II diabetes mellitus","metabolic disease","True",0.0718793804381,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000110680-EFO_0004272",796,"ENSG00000110680","CALCA","EFO_0004272","anemia","phenotype","True",0.04518,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000102245-Orphanet_98878",959,"ENSG00000102245","CD40LG","Orphanet_98878","Hemophilia A","hematological system disease; genetic disorder","True",0.0370075138889,0,0,0,0,0,0,"Whole Blood","GTExv6",21.21,0.51
"ENSG00000102245-EFO_0000384",959,"ENSG00000102245","CD40LG","EFO_0000384","Crohn's disease","immune system disease; digestive system disease","True",0.0728289856774,0,0,0,0,0,0,"Small Intestine - Terminal Ileum","GTExv6",16.18,0.44
"ENSG00000271503-EFO_0000764",6352,"ENSG00000271503","CCL5","EFO_0000764","HIV infection","infectious disease","True",0.056517774425,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198851-HP_0001541",916,"ENSG00000198851","CD3E","HP_0001541","Ascites","phenotype","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000116824-EFO_0003778",914,"ENSG00000116824","CD2","EFO_0003778","psoriatic arthritis","immune system disease","True",0.2039985,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169676-EFO_0005407",1816,"ENSG00000169676","DRD5","EFO_0005407","psychosis","nervous system disease; other disease","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000092964-EFO_0000474",1808,"ENSG00000092964","DPYSL2","EFO_0000474","epilepsy","nervous system disease; other disease","True",0.0484598577092,0,0,0,0,0,0,"Brain - Frontal Cortex (BA9)","GTExv6",6.07,0.09
"ENSG00000132693-EFO_0000275",1401,"ENSG00000132693","CRP","EFO_0000275","atrial fibrillation","cardiovascular disease","True",0.106120165439,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000213918-Orphanet_586",1773,"ENSG00000213918","DNASE1","Orphanet_586","Cystic fibrosis","reproductive system disease; endocrine system disease; genetic disorder; respiratory system disease","True",0.0641864102585,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169676-EFO_0003888",1816,"ENSG00000169676","DRD5","EFO_0003888","attention deficit hyperactivity disorder","nervous system disease; other disease","True",0.217996505836,0,0,0,0,0,0.19798,"Unspecified","Unspecified",0,0
"ENSG00000163823-EFO_0005761",1230,"ENSG00000163823","CCR1","EFO_0005761","lupus nephritis","kidney disease","True",0.036452,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000163823-EFO_0000685",1230,"ENSG00000163823","CCR1","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",0.238124303548,0,0,0.225,6.30174e-05,0,0,"Unspecified","Unspecified",0,0
"ENSG00000160791-EFO_0004268",1234,"ENSG00000160791","CCR5","EFO_0004268","sclerosing cholangitis","digestive system disease","True",0.313211611278,0.2566323335,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000160791-EFO_0000401",1234,"ENSG00000160791","CCR5","EFO_0000401","diabetic nephropathy","metabolic disease; kidney disease","True",0.221655654863,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000102245-EFO_0003885",959,"ENSG00000102245","CD40LG","EFO_0003885","multiple sclerosis","immune system disease; other disease; nervous system disease","True",0.0628595746589,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000213918-EFO_0000341",1773,"ENSG00000213918","DNASE1","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.0144,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169676-EFO_0002508",1816,"ENSG00000169676","DRD5","EFO_0002508","Parkinson's disease","nervous system disease","True",1.02744,0,0,1,0,0,0.09696,"Unspecified","Unspecified",0,0
"ENSG00000150281-HP_0001919",1489,"ENSG00000150281","CTF1","HP_0001919","Acute kidney injury","phenotype","True",0.017512,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000100739-EFO_0003770",623,"ENSG00000100739","BDKRB1","EFO_0003770","diabetic retinopathy","metabolic disease; eye disease","True",0.0245705,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000163823-EFO_0003914",1230,"ENSG00000163823","CCR1","EFO_0003914","atherosclerosis","cardiovascular disease","True",0.0399089444444,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000173585-EFO_0000699",10803,"ENSG00000173585","CCR9","EFO_0000699","Sjogren syndrome","immune system disease; eye disease; digestive system disease","True",0.018308,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000102245-EFO_0007160",959,"ENSG00000102245","CD40LG","EFO_0007160","autoimmune thrombocytopenic purpura","immune system disease","True",0.0477478166667,0,0,0,0,0,0,"Whole Blood","GTExv6",21.21,0.51
"ENSG00000196557-EFO_1000783",8912,"ENSG00000196557","CACNA1H","EFO_1000783","diabetic neuropathy","nervous system disease","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000100739-EFO_0002506",623,"ENSG00000100739","BDKRB1","EFO_0002506","osteoarthritis","immune system disease; skeletal system disease","True",0.225,0,0,0.225,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000173585-MP_0001845",10803,"ENSG00000173585","CCR9","MP_0001845","inflammation","phenotype","True",0.237603522357,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000110680-EFO_0003843",796,"ENSG00000110680","CALCA","EFO_0003843","pain","phenotype","True",0.104889870171,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000132693-EFO_0000378",1401,"ENSG00000132693","CRP","EFO_0000378","coronary artery disease","cardiovascular disease","True",0.0837053756396,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000092964-EFO_0003821",1808,"ENSG00000092964","DPYSL2","EFO_0003821","migraine disorder","nervous system disease; other disease","True",0.022176,0,0,0,0,0,0,"Brain - Frontal Cortex (BA9)","GTExv6",6.07,0.09
"ENSG00000169676-EFO_0004216",1816,"ENSG00000169676","DRD5","EFO_0004216","conduct disorder","nervous system disease; other disease","True",0.014578,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169676-EFO_0004895",1816,"ENSG00000169676","DRD5","EFO_0004895","Tourette syndrome","nervous system disease","True",0.2073,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000116824-HP_0001915",914,"ENSG00000116824","CD2","HP_0001915","aplastic anemia","phenotype","True",0.1,0,0,0.1,0,0,0,"Whole Blood","GTExv6",26.58,0.57
"ENSG00000110448-EFO_0005761",921,"ENSG00000110448","CD5","EFO_0005761","lupus nephritis","kidney disease","True",0.03198,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000271503-EFO_0000270",6352,"ENSG00000271503","CCL5","EFO_0000270","asthma","respiratory system disease","True",0.0872718070501,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000087237-EFO_0003774",1071,"ENSG00000087237","CETP","EFO_0003774","hyperlipidemia","phenotype","True",0.719869527964,0,0,0.7,0,0,0,"Adipose - Visceral (Omentum)","GTExv6",20.47,0.51
"ENSG00000087237-EFO_0003914",1071,"ENSG00000087237","CETP","EFO_0003914","atherosclerosis","cardiovascular disease","True",0.115696163255,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000092009-EFO_0000341",1215,"ENSG00000092009","CMA1","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.0819663,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000092009-EFO_0000612",1215,"ENSG00000092009","CMA1","EFO_0000612","myocardial infarction","cardiovascular disease","True",0.0730198627775,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000272398-EFO_0003885",100133941,"ENSG00000272398","CD24","EFO_0003885","multiple sclerosis","immune system disease; other disease; nervous system disease","True",0.52754255024,0.5,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000188419-Orphanet_180",1121,"ENSG00000188419","CHM","Orphanet_180","Choroideremia","eye disease; genetic disorder","True",1.46029937952,1.45161111111,0,0,0,0,0.21819,"Unspecified","Unspecified",0,0
"ENSG00000092009-EFO_0000270",1215,"ENSG00000092009","CMA1","EFO_0000270","asthma","respiratory system disease","True",0.0872742394077,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000080618-EFO_0000768",1361,"ENSG00000080618","CPB2","EFO_0000768","idiopathic pulmonary fibrosis","respiratory system disease","True",0.211115138889,0,0,0,0,0,0.211115138889,"Unspecified","Unspecified",0,0
"ENSG00000106113-EFO_0000270",1395,"ENSG00000106113","CRHR2","EFO_0000270","asthma","respiratory system disease","True",0.0565641111111,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000080618-EFO_0003827",1361,"ENSG00000080618","CPB2","EFO_0003827","pulmonary embolism","cardiovascular disease","True",0.0392226111111,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000106113-EFO_0000685",1395,"ENSG00000106113","CRHR2","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",0.01521,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000080618-HP_0001977",1361,"ENSG00000080618","CPB2","HP_0001977","Abnormal thrombosis","phenotype","False",0.228290635344,0,0,0,0,0,0.197501666667,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0006788",1394,"ENSG00000120088","CRHR1","EFO_0006788","anxiety disorder","nervous system disease; other disease","True",0.303386536426,0.0001006298,0,0.282472222222,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_0000270",1438,"ENSG00000198223","CSF2RA","EFO_0000270","asthma","respiratory system disease","True",0.02691,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_0000764",1438,"ENSG00000198223","CSF2RA","EFO_0000764","HIV infection","infectious disease","True",0.252742205215,0,0,0.252742205215,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_1001908",1394,"ENSG00000120088","CRHR1","EFO_1001908","phobic disorder","nervous system disease; other disease","False",0.240867777778,0,0,0.236111111111,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0001379",1394,"ENSG00000120088","CRHR1","EFO_0001379","endocrine system disease",NA,"False",0.253015875059,0.000363410236111,0,0.1,0,0,0.222006572823,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_0000384",1438,"ENSG00000198223","CSF2RA","EFO_0000384","Crohn's disease","immune system disease; digestive system disease","True",0.98087414966,0,0,0.98087414966,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_0000546",1438,"ENSG00000198223","CSF2RA","EFO_0000546","injury","other disease","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-Orphanet_101960",1394,"ENSG00000120088","CRHR1","Orphanet_101960","Genetic chronic primary adrenal insufficiency","endocrine system disease; genetic disorder","False",0.227997968815,0,0,0.1,0,0,0.202997968815,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0005230",1394,"ENSG00000120088","CRHR1","EFO_0005230","anxiety","phenotype","True",0.11940979292,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0007634",1394,"ENSG00000120088","CRHR1","EFO_0007634","major depressive episode","phenotype","True",0.030096,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120088-EFO_0003761",1394,"ENSG00000120088","CRHR1","EFO_0003761","unipolar depression","nervous system disease; other disease","True",0.321979307777,0.0011043727,0,0.278472222222,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000198223-EFO_0000249",1438,"ENSG00000198223","CSF2RA","EFO_0000249","Alzheimers disease","nervous system disease","True",0.2049615,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000163464-EFO_0000676",3577,"ENSG00000163464","CXCR1","EFO_0000676","psoriasis","immune system disease; skin disease","True",0.20687375,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169429-EFO_0004610",3576,"ENSG00000169429","CXCL8","EFO_0004610","acute lung injury","respiratory system disease","True",0.0851474210771,0,0,0,0,0,0,"Lung","GTExv6",26.98,0.57
"ENSG00000121966-EFO_0001365",7852,"ENSG00000121966","CXCR4","EFO_0001365","age-related macular degeneration","nervous system disease; eye disease","True",0.0941059166667,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000180871-EFO_0000341",3579,"ENSG00000180871","CXCR2","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.321576412637,0,0,0.306738472789,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000121966-EFO_0000612",7852,"ENSG00000121966","CXCR4","EFO_0000612","myocardial infarction","cardiovascular disease","True",0.21850000736,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169245-EFO_0000384",3627,"ENSG00000169245","CXCL10","EFO_0000384","Crohn's disease","immune system disease; digestive system disease","True",0.0561127534566,0,0,0,0.0059321975,0,0,"Unspecified","Unspecified",0,0
"ENSG00000169429-EFO_0007183",3576,"ENSG00000169429","CXCL8","EFO_0007183","bronchiolitis obliterans","respiratory system disease","True",0.0514545216264,0,0,0,0,0,0,"Lung","GTExv6",26.98,0.57
"ENSG00000180871-EFO_0000729",3579,"ENSG00000180871","CXCR2","EFO_0000729","ulcerative colitis","immune system disease; digestive system disease","True",0.494026740899,0.439965666825,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000163464-EFO_0000341",3577,"ENSG00000163464","CXCR1","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.273157794748,0,0,0.261111111111,0,0,0,"Unspecified","Unspecified",0,0
